Text	Category
PV DIORSKIN SCULP 040	cosmeticos
BEAUTY 4 FUN SUNNY BODY - 160G -L.201402041	cosmeticos
KIT SH/COND NIELY GOLD REP INTENS 300 ML UN/0001	cosmeticos
ESC CAB CONDOR ELIAN	cosmeticos
EOC CUBE 1 60ML	cosmeticos
MAKE UP SOMBRA AMSTERDA DERMAGE 1,8G -L.110412	cosmeticos
2838770 ST RETOK SOB PRETO	cosmeticos
CLV44 - ESCOVA P/ CABELO 18K (47812CCI-44)	cosmeticos
FRUCT CR NU VIT 250	cosmeticos
- REF.: (81187637) - TESTER AGUA DE COLONIA 30ML - GUCCI GUILTY HOMME - GUCCI GUILTY POUR HOMME EAU DE TOILETT	cosmeticos
REPOSITOR DE MASSA CAPILAR E Q	cosmeticos
Escova Clp28 18 k Import UN	cosmeticos
CLASSIC EXTRATO AROMATICO CRAVO E CANELA 500 ML	cosmeticos
LAPIS CONTORNO LABIAL PRINCIER CHOCOLATE	cosmeticos
SPRAY SECANTE MOHDA SILICONE 400ML	cosmeticos
PURE MUP B NATU C/3	cosmeticos
BLUSH MATTE POWER BLUSH DESERT	cosmeticos
KIT BATOM MARIA VALENTINA 2014 COM 5 UNIDADES - UNICA / TU	cosmeticos
PRENDEDOR DE CABELO PC 415041	cosmeticos
CR TRAT DOVE HIDRAT INTENSA AMP3	cosmeticos
LUVA UMIDECIDA AQUA CLEANIS SHAMPOO	cosmeticos
PRO INTENSIVE - ALISANTE NAT.	cosmeticos
- REF.: (T501004703) - BATOM 10,5GR - DAY TRIP - TEEEZ LIPSTICK - PROT.DO.M.S.: 25351.060684/2013-	cosmeticos
LOCAO HIDRATANTE P/CORPO VANILLA CARAL 480 ML	cosmeticos
CREME DE PARAFINA 450G	cosmeticos
PAPEL HIG. 16X4X30 FOLHA DUPLA NESS	cosmeticos
ESM T.BEAUTY 3D-WIFI 9ML	cosmeticos
REF.:(971462) CONDICIONADOR 1 LITRO-SENSCIENCE C.P.R. STEP 1 POROSITY RECONSTRUCTOR-PROT.DO M.S.NR	cosmeticos
MAMADEIRA CLASSICA FIONA SIL 120ML ROSA | Lotes: 15008| GTIN: 7896033221085	cosmeticos
Desodorante Roll On 50 Ml Pro Care Johnson UN	cosmeticos
ANTI-SEPT.BUCAL LIST.CONT 500ML 56965 UN0001UN	cosmeticos
AVENE CLEANANCE GEL 200ML	cosmeticos
ESC ION RACKET 295	cosmeticos
PINCEL 134 LARGE POWDER	cosmeticos
UREIA 10% LOCAO HIDRATANTE 150G	cosmeticos
EYE SHADOWGORGEOUS GOLD	cosmeticos
LIMA GLAMOUR GIRLS	cosmeticos
Esmalte Colorama Resp. Publico 8 ml Nariz De Palhaco Loreal UN	cosmeticos
FOND DE TEINT LISSE MINUTE 03 10ML TEST	cosmeticos
DESCANSA PES EFERVES 300g CORPO E ALMA (0,125 CX = 3,00 FR) (1)	cosmeticos
C C ADSTR 200M	cosmeticos
LOCAO BODY CARE PELE BALANCE SECA 200ML	cosmeticos
Toalha Int. Extra Luxo 23x21 cm 22 Gr 1000 Folhas Fardo - RU - 10	cosmeticos
BALDE PLAST. 8.0LT	cosmeticos
DERMOTIVIN CONTROL SABONETE 12	cosmeticos
GRECIN 5 BBC PRETO	cosmeticos
1013246 ST MEIA SPRAY CLARA	cosmeticos
BC OLEO ARGAN MASC NUTRICAO 60G	cosmeticos
DES REXONA CRYSTAL AER 105G	cosmeticos
MONANGE DES AERO ENERGIZANT 12X150ML/90G	cosmeticos
NIVEA BODY SENSIT 200M	cosmeticos
FRUCTIS SH R 3OLE400	cosmeticos
SABONETE PREMISSE ECO BLUE LAVANDA SUAVE 5 LITROS CAIXA COM 4 UNIDADES	cosmeticos
DERMOTRAT ROSA MOSQ LOCAO HID CORP 200ML	cosmeticos
EUCERIN HYAL-FIL DIA N-M 51G	cosmeticos
MAMADEIRA SONHO ACINTURADA TINTADA ORTO SIL 240ML	cosmeticos
DISCO PARA LIMPEZA FACIAL COM ESFOLIANTE 30PCS BELLIZ, 250513,260513	cosmeticos
SOL.BUC.PLAX KIDS 250ML	cosmeticos
RICCA ELAST COL 889	cosmeticos
MAKE B. BATOM PERFEITO ROSA CASHMERE	cosmeticos
CLEANANCE AVENE GEL 200ML	cosmeticos
238415 - KIT SABONETE GARDEN BOUQUET - 3 X 150 G	cosmeticos
ESC.CB M.BONI P.DELUO.AL7922-T	cosmeticos
SHP FRUCTIS FRESCOR VITAM 400ML	cosmeticos
SHAMPOO POS PROGRESSIVA GOLD B	cosmeticos
TINT CAST GLOSS 100 PRETO NOITE	cosmeticos
G EMB C/ PAP PERS 40X15 CX C/4.000 (2000X2) 2 CO	cosmeticos
AM E COL 6.1 LOURO ESCURO CINZA 150G	cosmeticos
5148316 ST COND CH DE BEBE	cosmeticos
HITS 014 CREMOSO NOITE	cosmeticos
CR.P/MASSAGEM NEORLY SPA 750GR	cosmeticos
Esmalte Dlu Perolado 9 Ml Tok Ludurana UN	cosmeticos
COQ SKALA 1KG SUNDAE TEENS FRIZZ(E)	cosmeticos
DERMAGE CLARITE OLHOS - 15G*** -L.201610020A	cosmeticos
OX FIBERS SH LIS 240ML	cosmeticos
SHAMPOO NG REPAR INTENSIVA 300ML - EMB. PEROLADA	cosmeticos
RAVOR DEFRIZZANTE COND QUARTZO	cosmeticos
Lapis delineador (Let It Shine) com Gliter gold	cosmeticos
Tinta Maxton Kit Pratico. 50 g 7.1 Louro Cinza Embelleze UN	cosmeticos
TESTER HYPNOSE HOMME EDT 75ML	cosmeticos
POWERDOSE VITAMINO COLOR A-OX 15X10ML	cosmeticos
COND PALM NAT 350ML CERAMIDAS FORCE(E)	cosmeticos
REMOVEDOR ESM RISQUE ORQUIDEA 100ML	cosmeticos
CORPUS 031 ESC ATRIA ABS TUBO CERAMICA GG CERDAS MISTAS	cosmeticos
Protederme Gel Cr. FPS 20 - 50g	cosmeticos
DOVE CR TRAT PURE CARE DRY OIL 6X350G	cosmeticos
Mascara Five 500 g Diamante Five UN	cosmeticos
SHITAKE SH 350 ML	cosmeticos
FOREVER ALOE SUNSCREEN	cosmeticos
COND SEDA CACHOS COMPORTADOS 1X350ML	cosmeticos
ANTISSEPTICO DENTRAT CLAREADOR 250 ML	cosmeticos
Fresh Ice Aromatizante Bucal Black 15ml L86300916 Q15	cosmeticos
NUPILL CR DEP FAC 30G	cosmeticos
2043874 ST CR HID NG POS QUIMICA	cosmeticos
SHAMPOO FOFURA 185ML	cosmeticos
SOMBRA EM CREME TOQUE DE NATUREZA - 01 - LOTE: 220915 - 929A08C7-DA8F-4C34-9F09-B23EEB0077ED	cosmeticos
SOL BUC LISTERINE WHITENING 236ML	cosmeticos
Sachet Tratamento De Choque 30 g Resistencia Capilar Niely UN	cosmeticos
J J BAB TOAL REC NAS96	cosmeticos
CENOURA BRONZ FP50 110	cosmeticos
NEUTRO BC 1 KG	cosmeticos
NoniLeavein 200ml L36100316 Q3	cosmeticos
Pinca Ref. 490 Soling Mega CX	cosmeticos
SH MANGA LARGA 280 ml (2,00 FR) (1)	cosmeticos
LYSALPHA EAU MICELLAIRE LOCAO 100ML	cosmeticos
ESD.ODONTO FRESH MC.LIMP/LINGUA MC-18 PT0012UN	cosmeticos
0594610 ST MEIAS BRZ CLARA	cosmeticos
SABONETE JOHNSON S ADULTO MEL E FLOR LARANJ 12X90G R87797	cosmeticos
REVITRAT REPARACAO SHAMPOO - 230ML -L.201306009	cosmeticos
SAIS BANHO CITRUS 1K CX6	cosmeticos
BITUFO ESCOVA PENELOPE C PROTETOR	cosmeticos
AVENE LC LIMP INT 50ML	cosmeticos
REVITRAT NUTRICAO SHAMPOO - 230ML -L.201407068	cosmeticos
SH NIELYCOND GOLD QUERATINA KIT UN0001UN	cosmeticos
1075144 ST SOMBRA PT GLITER	cosmeticos
Panta Creme Lote 130170	cosmeticos
AM OIL ARGAN COMPLEX 120ML+NECESSAIRE	cosmeticos
COND.PANTENE HIDRATACAO 400ML	cosmeticos
Tinta Profissional Color 60 g Mix Blue Accent Yama UN	cosmeticos
ROUGE INT VINYL N13 TESTER	cosmeticos
PENTE MARCO BONI HIPER LISO REF 1434	cosmeticos
SOL.BUCAL PLAX CLASS.L500P350M	cosmeticos
ARTIST GLOSS 7ML TESTER 502P	cosmeticos
OLEO DE ARGAN 110ML	cosmeticos
1561219 ST HAIR MAS OR GG19820 O	cosmeticos
CRD.SORRISO SUPER REFRES.12X180GR DZ0012UN	cosmeticos
TIARA-02343-UNI	cosmeticos
TOLERIANE TEINT FLUIDE 15	cosmeticos
BATOM VULT COR 19	cosmeticos
Esmalte Ludurana Cremoso Acai Solto 8ml	cosmeticos
NUTRICAP COM 07 UNIDADES	cosmeticos
PINCEL 150 LARGE POWDER	cosmeticos
DUO CAKE PO FAC BG ESCURO PRV	cosmeticos
AROMAT. BUCAL MEL&PROPOLIS - ROMA/GENGIBRE 30ML	cosmeticos
MULATEIRO MASCARA CAPILAR	cosmeticos
OB ENX PRO S L500P300	cosmeticos
SHAMPOO NEUTRO 200ML | Lotes: 1502003| GTIN: 7896033270038	cosmeticos
DES REXONA MEN 12X50MR-ONSPRTF	cosmeticos
Shampoo Amo 200 Ml	cosmeticos
TST AGUA COL GLAM MAGNOLIA1H12 100 ML	cosmeticos
PH BRANCO 16X04X60 - NOTAVEL	cosmeticos
COLONIA CHEIRINHO DE BEBE ROSA 330ML	cosmeticos
ESC DTL ORAL B SULCUS	cosmeticos
Bob 12 Un N07 Ref. 357 Ak UN	cosmeticos
Redutor De Acne Pure Zone 15 Ml	cosmeticos
5372828 ST BLUSH ROSA QUEIMADO	cosmeticos
HEALTHY MIX FDT HALE CLAIR TEST	cosmeticos
DA REXONA FEM S/ PERFUME 105G	cosmeticos
ESCOVA DENTAL POWER CLEANER MACIA 37 TUFOS	cosmeticos
LIGHTNER DESC G TR 50G	cosmeticos
WELLA TRINCHA COLORACAO G	cosmeticos
DESOD REXONA TEENS AER 64G BEAUTY (12 UN)	cosmeticos
SABONETE BEACH FRAGRANCE 600ML	cosmeticos
CHUPETA LILO DESIGN GLOW ORTO 2 AZUL	cosmeticos
Bisnaga Locao Cremosa L. Cabra 60g - Lote: L007/16	cosmeticos
LIFEBUOY SAB H W FRESH 12X250ML	cosmeticos
MASC FRUIT HAIR OLEO DE MONOI LOBEC 1X500 GR	cosmeticos
ESMALTE COLORAMA VERNIZ E COR CLUBBER	cosmeticos
Esmalte Cremoso 15,5 Ml Pink Big Universo UN	cosmeticos
HID MONANGE BELEZAFIRMHIDFIRM200ML	cosmeticos
Leave In 200 g Ecoactive Argan Vitiss UN	cosmeticos
LENCOS UMEDECIDOS RICCA 30 UN, 210912	cosmeticos
2.0 INOA 6	cosmeticos
ALLURE HOMME SPORT EAU DE COLOGNE 75 TT	cosmeticos
LAPOGEE ESM 3FREE TRAT PROT DA COR 9ML	cosmeticos
SOMBRA 3D (10 TONS)	cosmeticos
COMPLETE LIFT ROC NT NV	cosmeticos
IMEDIA CALIF N3 47G	cosmeticos
ESM CL RISQUE DESEJO ULTRA CREM C/6	cosmeticos
ESMALTE COLOR EFESP BRINCO FESTA8ML	cosmeticos
SAB JXJ LIQ BODY NUTR GRAPE 200ML	cosmeticos
4624882 ST ESTOJO JFP SOMBRAS	cosmeticos
SHP FRUCTIS REIDRATACAO 72H 200ML	cosmeticos
COND TRESEMME HIDRAT PROF 750ML	cosmeticos
4474830 ST ESCOVA RETANGULAR	cosmeticos
CR TRAT TRESEMME 1KG RECON E FORCA	cosmeticos
OLEO NOCAUTEADOR 115 ml (15,00 FR) (1)	cosmeticos
LOC HID NEUTROGENA BODY INT EX/SECA 400ML	cosmeticos
SH CLEAR FEM QUEDA DEFENSE 200ML	cosmeticos
MAMADEIRA LILLO MAGIA SIL 120 ML	cosmeticos
MAX BLOND CREME MATIZADOR 280g (0,0278 cx = 1,00 FR) (1)	cosmeticos
SKC BLEMISHAGE DEFENS	cosmeticos
CR PENT PANT REST SUMMER 240GX12IT	cosmeticos
Po Compacto Ultramicronizado Hd Sun Beige Payot UN	cosmeticos
Removedor De Esmaltes Risque 100 ml	cosmeticos
FASCINIO SH. MENTA 200ML	cosmeticos
PROM ELS RT5 EP SH 400ML+CD 200ML RENO	cosmeticos
CERA DEPILATORIA MORNA- SACO 6 KG	cosmeticos
BOOSTER DENSIFIQUE FUSIO DOSE 120ML	cosmeticos
FIOS NATURAIS BANHO DE CR. BABOSA 500G	cosmeticos
BATOM BELLA FEMME CORES A 24 CX COM 24 UN LOTE:10007A2 VAL:07/2020	cosmeticos
Creme Trat Novex 400 g Broto De Bambu Embelleze UN	cosmeticos
DD CREAM COM PARABENO 25 %	cosmeticos
EDT JAMES BOND 007 M VAPO 50 ML	cosmeticos
JABORANDI BC 500 GR	cosmeticos
DES AXE AERO SECO APOLLO 152ML	cosmeticos
GENTLEMEN ONLY EDT 50ML	cosmeticos
DELINEADOR DE PRECISAO T.N - BL - LOTE: 041015 - 08B81C5E-0390-4D96-BEF6-59B5D9D1A43A	cosmeticos
BLUSH EM PO ULTRA FINO BRONZ SMOOKY ROSE	cosmeticos
DELICE DE POUDRE-CLAIRES/MEDIANES	cosmeticos
ESP.BARB NIVEA FM 193G	cosmeticos
COND ACQUA KIDS 250ML MEL GIRRASOL(E)	cosmeticos
Condicionador 500 Ml Suave Barbie UN	cosmeticos
0669636 ST PO BEGE MEDIO	cosmeticos
Creme Tratamento 300 g Protecao Termica Monange UN	cosmeticos
SABONETE 90 GR PROTEX	cosmeticos
CHUPETA LILLO DESIGN CANDY ORT 2 GIRL	cosmeticos
SAB.PALMOLIVE SUAVE IOGURTE FRUTAS CXA 9 X 12 90G	cosmeticos
TINT IMEDIA EXCEL 9 LOU MUITO CLARO	cosmeticos
KIT SAB. LIQ. E HIDRAT. LEMON - 608666683195	cosmeticos
RISQUE ESM ULTRA CREMS PRETO SP CL 8ML	cosmeticos
OLEO SECANTE INSTANT DRY	cosmeticos
BLUSH CORRETIVO ELIANA ARCHY E04	cosmeticos
Espatula P Creme Esbelt Ref. 265 P Ak UN	cosmeticos
COLÔNIA BLACK FR. BL. 3M 30 MLVlr.Aprox.Tributos: .93	cosmeticos
DKNY BE DELICIOUS FRESH BLOSSOM100ML TES	cosmeticos
V CLEEF FIRST EDT 100ML	cosmeticos
CREME DE PARAFINA - URUCUM 210G	cosmeticos
CR ALIS S LINE MANGA MEDIO PT 500 GR	cosmeticos
SH MEDICASP A-CAS 130M	cosmeticos
HIDROLATO DE CITRONELA (200 ML )	cosmeticos
Escova Ref. 8021 Marco Boni UN	cosmeticos
Esmalte Bruna Marquezine 8 Ml Gold Ludurana UN	cosmeticos
PV VERNIS GRIS TRIANON 306	cosmeticos
Esmalte Ludurana 9 Ml Cr210 Ludurana UN	cosmeticos
COFRET SHAKIRA ELIXIR EDT 80ML BODY LOTION 100ML	cosmeticos
MASCARA PLASTICA LIFTING 30 ML	cosmeticos
CETAPHIL LC.HIDRATANTE 473ML	cosmeticos
ELSE BOOST OL EXT 10ML	cosmeticos
COLORCHIC 9.0 LOURO CLARISSIMO	cosmeticos
MERCUR BOLSA AGUA QUENTE M BORDO	cosmeticos
ESMALTE BOOM POP ANITTA PODEROSA 8ML	cosmeticos
TINT OLIA S/AMONIA 5.5 ACAJU CLARO	cosmeticos
LAPIS PARA SOMBRANCELHA CARYON SOURCILS DARK	cosmeticos
ESC DENTALCLEAN PROF 30PC ULTRA MC CX12	cosmeticos
EST DEO COLON 2SAB	cosmeticos
Tonalizante Yama Fashion Color 150 g Color Green Yama UN	cosmeticos
SABONETE LIQUIDO NATAL 460 ML-PITANGA	cosmeticos
FLOWER PERTECT BASE BEIGE TEST	cosmeticos
- REF.: (72000006000) - AGUA PERFUMADA 50ML - BV PARFUM - BOTTEGA VENETA EAU DE PARFUM NATURAL SPRAY	cosmeticos
Tinta Majirel 50 g 7.1 Louro Acinzentad Loreal Profissional UN	cosmeticos
LOCAO HIDRATANTE 200 GR- FLOR CEREJEIRA LOTE: 1870	cosmeticos
SHAMPOO BABOSA 2L FOLHA NATIVA 1X2000 ML	cosmeticos
DENTALCLEAN HASTES FLEX GARFIELD L100P75	cosmeticos
LIP PENCIL DERVISH	cosmeticos
LOC GOTA MILAGROSA 30ML GS	cosmeticos
PF CD COLGATE MPA 50G PC/0012/UN	cosmeticos
ESM THE FUSION METALIZ AZUL VINIL 6.5ML LT FS 362	cosmeticos
Extrato Deo Col Des 50ml R10100 no. 221	cosmeticos
LUX SAB SUAVIDADE DAS PETALAS 108X85G	cosmeticos
VICHY SOL F30NORM GEL	cosmeticos
ROC C SUPERIEUR CONCENTRADO 16% 15G	cosmeticos
COTONETES JOHNSONJOHNSON CO	cosmeticos
DEPIL.VEET CERA FRIA COR.P.DEL	cosmeticos
SAB GRANADO GLICER 90G LV 4 PG 3	cosmeticos
P BLUE EDP 1.5ML AMO	cosmeticos
BASE TEINT LIFT ECLAT PUIG 30ml Coquille	cosmeticos
KIT PICA-PAU SH+SH 2EM1 250ML	cosmeticos
NECESSAIRE TRAVEL SIZE VERDE	cosmeticos
PROV. SOMBRA UNO CI 07	cosmeticos
DS AXE 152ML AERO SECO 2012(E)	cosmeticos
CERA DEPIL VEET FOLHA CORPO NORMAL 12U UN/0001	cosmeticos
BASE OIL FREE FPS 25*** - 30ML (BEGE MEDIO) -L.201304014	cosmeticos
MB LEGEND FEMME EDP 75ML	cosmeticos
SOMBRA UNO N. 32	cosmeticos
Po Compacto Facial Dream Matte Powder 2 2,5 Bege Loreal UN	cosmeticos
ESM P N S SATO BL CLOTH S CURTA 08M 6X1	cosmeticos
KIT G DOURADA PROM SHCD ANTIQUEDA	cosmeticos
SAB LIFEBOUY NATURE 90G	cosmeticos
SAB TC ARG BRANCA CATIVA NATUREZA 60G	cosmeticos
ESC DENT ADUL PROTECTION MACIA DENTAL GOLD	cosmeticos
HYDRAPORIN LOCAO HIDRATANTE 450G	cosmeticos
LOCAO CREME DESODORANTE VITACELULAS LIFE ROMANCE 500ML	cosmeticos
TR.CP ELSEVE MIL.AR 15M	cosmeticos
ANTHELIOS AC FPS40 50ML	cosmeticos
SKC CLARIFYING CLAY MASQUE PROFIS 240ML	cosmeticos
LUX SAB LIQ DES AM 250	cosmeticos
MANTEIGA DE CACAU BASTÃO - 250-	cosmeticos
SABONETE LIQUIDO PROTEX FOR ME	cosmeticos
TOTAL PERFECTOR FL40ML TEST	cosmeticos
Esmalte Full Color Cremoso 9 Ml Verde Folia Ludurana UN	cosmeticos
SABONETE RASTRO 100G	cosmeticos
MASQUE FORCE ARCHITECTE 3-4 500ML	cosmeticos
FLUOR CLASSCRISTAL 500ML -SEM ALCOOL	cosmeticos
DESOD ROLL-ON GARBIN 55ML R.151 ALMISCAR	cosmeticos
CLEAN SOLUTION GEL DE LIMPEZA PURIFICANTE 500	cosmeticos
VCY DERCOS SH ACAS SEN	cosmeticos
PF CO PALMOLIVE NAT ILUMINOUS PRET 350ML CX/0006/UN	cosmeticos
AGUA DE COLONIA BEBEZINHOZZZ - 200ML	cosmeticos
Shampoo Om 200 Ml Ouro Yenzah UN	cosmeticos
KIT NATAL B.SEC.AMORA & AMEIXA 200ML/60ML/90G	cosmeticos
BIO V NEW ACTIVE CREME FISIOLOGICO 30+60G VITADERM	cosmeticos
MMD DESIGN TINTADA ORTO SIL 300ML TAM 2 MESCLADO | Lotes: 14209| GTIN: 7896033212076	cosmeticos
Amacihair Liso Kit	cosmeticos
BLUSH COLECAO BE TEEEZ:3 5g:Sun Kissed	cosmeticos
SEDA SH LISO EXTREMO 12X350ML NE	cosmeticos
SAB FL YPE SV SEG FL/TER CUID ENV 72X90G	cosmeticos
0153117 ST BATOM PURPLE HIT	cosmeticos
CREME DENTAL CLOSE UP FIRE FREEZE 90G	cosmeticos
TINTA COLOR 5.4	cosmeticos
LAPIS BATOM BLANT - CATIRA 1,5g	cosmeticos
DERMAGUCE OLEO HIDRATANTET 200 ML, 160019	cosmeticos
LOCAO HID NAZCA ORIGEM CHA VERDE 500ML UN/0001	cosmeticos
RISQUE ESM HIPO MEIA CALCA BL 10,5ML	cosmeticos
SH+COND NIELY GOLD EXTRA BRILHO	cosmeticos
CERA ROLL-ON A ADERENCIA 100G	cosmeticos
ESMALTE ELIANA129 SL CREMOSO - MANDACARU	cosmeticos
NIASI CONCEPT COL CR 60G 8.0	cosmeticos
BRILHO LABIAL DAZZLEGLASSDAT	cosmeticos
COND BEBE TRAD 8ML CX 100	cosmeticos
COND SEDA BRILHO GLOSS 350ML	cosmeticos
COND GLAMUR 4,8 LT PESSEGO	cosmeticos
0437735 ST LAPIS PR RETRATIL	cosmeticos
SH SEDA CACHOS 350ML	cosmeticos
MASC AMAZONI CAP REC ARG BRANCA 1-KG	cosmeticos
SOMBRA MATTE CHARCOAL BROWN	cosmeticos
SUMMER GEL FIX BM FORTE 12X220G	cosmeticos
TONICO ARRUDA 125ML	cosmeticos
Dermosoft Kit Tratamento Acidos 210ml	cosmeticos
- REF.: (82427327) - AMOSTRA AGUA PERFUMADA 2ML - GUCCI INTENSE - GUCCI GUILTY INTENSE EAU DE PARFUM	cosmeticos
Oleo Tratamento Millenar Oil 90ml Moringa Amend UN	cosmeticos
PROV.SOMBRA FLASH PIGMET R110 MOON/CR/	cosmeticos
ARMANI CODE F75 EDP	cosmeticos
ESM. BLANT GLITTER LUZ DAS ESTRELAS 9,5 ML	cosmeticos
1356208 ST PEELING FACIAL	cosmeticos
SAB LUX MAGICAL SPELL 90G	cosmeticos
KK LIP BALM 373 TESTER	cosmeticos
TST CRM ANTI IDADE ANT-STRESS 1 UNID	cosmeticos
RICHESSE REVELADOR 9VOL 120ML	cosmeticos
CR. ASPEREZAS PES 240G	cosmeticos
PAP HIG SUBLIME FS 60MT LV8P7 NEUTRO	cosmeticos
SAB.BECKSOAP CREM. ERV.DOCE AM 5(968)(4)	cosmeticos
CO.PANTENE C.CLASSICO200ML	cosmeticos
COLAGENO LIMAO+CLOROF 300G	cosmeticos
Desodorante Spray Natural 90 ml Blue Giovanna Baby UN	cosmeticos
CT 60ML RICH NATURALS 5/3 COLOR CRM LAEP	cosmeticos
CONDICIONADOR CABELO NORMAL	cosmeticos
Shampoo 250 Ml Repair Intense Amend UN	cosmeticos
Escova Ricca Salon Ref. 418 Prada UN	cosmeticos
COND TRESEMME 400ML OIL RADIANTE	cosmeticos
MINI KIT CT 1.0 PRETO AZULADO	cosmeticos
TONALIZANTE COLOR INTENSE CHOCOLATE C KAMURA 1X100 GR	cosmeticos
CREME REGENER. P/PES COM AHAS-100GR	cosmeticos
Creme P Pentear Nihao Kailan 150 Ml Cabelos Cacheados Phisalia UN	cosmeticos
CREME DENTAL SENSODYNE ORIGINAL 50G	cosmeticos
TINT CORTON LOU DOURADO 73 50G	cosmeticos
Mascara Capilar de Amla - 1kg	cosmeticos
ESC BELLIZ SNAKE OVAL -	cosmeticos
BIOSOURCE NETT PNM T150 TEST/ET/NF	cosmeticos
SAB NEED GLICER FRSH LQ250M	cosmeticos
SOL BUC LISTERINE DEFESA DENTES 250ML	cosmeticos
HB86503- KIT MAQUIAGEM SORT DISCOTEEN * 432 PCAS	cosmeticos
SO PURE COLOR CARE CONDITIONER KEUNE 50ML	cosmeticos
V206 KIT MAQUIAGEM 4 BLUSH/CR/	cosmeticos
Esmalte Full Color Glitter Clareza Solto 9ml	cosmeticos
Batom Mate C 14 Rosinha Anna Lourenzzo UN	cosmeticos
TINT KOLESTON KIT 55 ACAJU CLARO	cosmeticos
VERY IRRESISTIBLE EDT 75ML	cosmeticos
TEST BIOSO.LAIT. DEMAQ OS	cosmeticos
MULTI RECHARGE YEUX 15ML	cosmeticos
Natucor Tucuma 1.00 Col Kit	cosmeticos
1520300 ST SOMBRA INSTA COLOR 40	cosmeticos
SHAMPOO MONANGE PREVENCAO A QUEDA 350ML	cosmeticos
DRENCELL SERUM - 180G -L.201601020	cosmeticos
RISQUE ESM CR BIAN 6X8	cosmeticos
SHAMPOO MANDIOCA QUERATINA 370ML	cosmeticos
TUTANNOL FORTALECIMENTO LEAVEIN 300ML CX C/12	cosmeticos
RISQUE TELEF S/FIO 6X8	cosmeticos
1116916 ST PINCEL PARA PO BLUSH	cosmeticos
BLOOM GIVENCHY EDT 50ML	cosmeticos
TINT BIOCOLOR CR KIT 3.0 CASTANHO ESCURO	cosmeticos
SAB DOVE MANTEIGA KARITE LIQ 250ML	cosmeticos
SH COLORAMA 400ML LUZ CAMOMILA(E)	cosmeticos
Nioxin Kit Sys2 SHP150+COND150+TREAT40	cosmeticos
LIP STICK TOQUE DE NATUREZA - 08 - LOTE: 220915 - EC9DB910-9126-491D-BF31-79821477D8BF	cosmeticos
5450284 ST LENC UMED BEBE NAT FE	cosmeticos
Chupeta NUK Decorada Neutral S1 | Lotes: 5113| GTIN: 7896098805060 | FCI: F15110BF-5655-489A-BE4A-1470E01BE3E2	cosmeticos
SUPER STRONG DAILY CONDITIONER 300ML	cosmeticos
ESM IMPALA CREMOSO PRETO	cosmeticos
Condicionador Alecrim c/R. Jua 500ml	cosmeticos
SABONETE LIQUIDO INTIMO RACCO - 210ML	cosmeticos
PROTETOR SOLAR NEUTROGENA SUN FRESH MOUSSE EFERVESCENTE FPS3	cosmeticos
FLACONETE DYNASTIE EDP 1,5ML (1 X 12) - 12090	cosmeticos
SH.PALM.NAT.NUTRI LISS350ML	cosmeticos
CR DENTAL CLOSE UP TRIPLE HORT 90G	cosmeticos
SO PURE COLOR 5.23 KEUNE 60ML	cosmeticos
ESM S PEROLA BL CREM VERM PECAD 08 M 6X1	cosmeticos
CAROLINA H. 212 VIP EDP FEM. 50ML	cosmeticos
KIT MAQUIAGEM DIARIO DE UMA LINDA	cosmeticos
MINI EDP FOR HER NR 1H13 4ML	cosmeticos
MMD MINIFORM LATEX 50ML AZUL | Lotes: 15159| GTIN: 7896033221016	cosmeticos
212 SEXY EDP NS 60ML + BL 100ML TB MD13	cosmeticos
AcesCabelo GOTrabico spikes Ref : VS12082	cosmeticos
4332130 ST HARPIC PASTILHA CLOR	cosmeticos
DEFRIZANTE FORTIFICANTE ARGININA RESIST 1000ML	cosmeticos
AGUA PERFUMADA BAMBU 500ML	cosmeticos
DES REXONA ROLL-ON MASC V8 50ML	cosmeticos
LENCO UMED HUGGIES PRIMEIRO 100 DIAS C/48	cosmeticos
METAMORFOSE CR NUT PROF BARU OIL 250G	cosmeticos
LAPIS LABIAL ROSE GLAMOUR 06	cosmeticos
PROV.LAPISEIRA P/ LABIOS NATURAL/CR/	cosmeticos
COND NATIVE CLASS CAB MISTOS 300ML	cosmeticos
ANTISEPTICO BUCAL ORAL B AC DURA 350ML	cosmeticos
SABONETE BARRA DEI COLLI FIORENTINI CIPRESTE 250 GR	cosmeticos
SAB FRANCIS SUAVE CEREAIS /TRIGO	cosmeticos
ESMALTE PRETA GIL CONTA MAIS 9ML	cosmeticos
AMOST CELL RADIANCE LP 2H11 1,5 ML	cosmeticos
PROT SOL SUNDOWN 120ML FPS30 U-RESIST	cosmeticos
SHINE COLOURS - COLECAO COPA - SOMBRA HEXA 1G (AMARELA)	cosmeticos
Ref1: 76009 - DAVINES-OI OIL CONDICIONADOR 1000 ML	cosmeticos
SOMBRA QUARTE ELKE	cosmeticos
Sombra Glitter Art Color 06 Verde Anna Lourenzzo UN	cosmeticos
COND DARLING 350ML TILIA-	cosmeticos
DES RO MAS NIV INVIS	cosmeticos
LRP ANTHELIOS AIRLICIUM GEL CREME COR FPS 70 50G	cosmeticos
871 - LOURO CLARO MARROM CINZA DICOLORE	cosmeticos
ESM COL AFRICA BL FLOR DO DESERTO	cosmeticos
PV BASE LIQUIDA HD MATE CLARO-2 28ML	cosmeticos
