text	cosmetics	cleaning	food
CLASSIC EXTRATO AROMATICO CRAVO E CANELA 500 ML	1	0	0
LAPIS CONTORNO LABIAL PRINCIER CHOCOLATE	1	0	0
SPRAY SECANTE MOHDA SILICONE 400ML	1	0	0
PURE MUP B NATU C/3	1	0	0
BLUSH MATTE POWER BLUSH DESERT	1	0	0
KIT BATOM MARIA VALENTINA 2014 COM 5 UNIDADES - UNICA / TU	1	0	0
PRENDEDOR DE CABELO PC 415041	1	0	0
CR TRAT DOVE HIDRAT INTENSA AMP3	1	0	0
LUVA UMIDECIDA AQUA CLEANIS SHAMPOO	1	0	0
PRO INTENSIVE - ALISANTE NAT.	1	0	0
- REF.: (T501004703) - BATOM 10,5GR - DAY TRIP - TEEEZ LIPSTICK - PROT.DO.M.S.: 25351.060684/2013-	1	0	0
LOCAO HIDRATANTE P/CORPO VANILLA CARAL 480 ML	1	0	0
CREME DE PARAFINA 450G	1	0	0
PAPEL HIG. 16X4X30 FOLHA DUPLA NESS	1	0	0
ESM T.BEAUTY 3D-WIFI 9ML	1	0	0
REF.:(971462) CONDICIONADOR 1 LITRO-SENSCIENCE C.P.R. STEP 1 POROSITY RECONSTRUCTOR-PROT.DO M.S.NR	1	0	0
MAMADEIRA CLASSICA FIONA SIL 120ML ROSA | Lotes: 15008| GTIN: 7896033221085	1	0	0
Desodorante Roll On 50 Ml Pro Care Johnson UN	1	0	0
ANTI-SEPT.BUCAL LIST.CONT 500ML 56965 UN0001UN	1	0	0
AVENE CLEANANCE GEL 200ML	1	0	0
ESC ION RACKET 295	1	0	0
PINCEL 134 LARGE POWDER	1	0	0
UREIA 10% LOCAO HIDRATANTE 150G	1	0	0
EYE SHADOWGORGEOUS GOLD	1	0	0
LIMA GLAMOUR GIRLS	1	0	0
Esmalte Colorama Resp. Publico 8 ml Nariz De Palhaco Loreal UN	1	0	0
FOND DE TEINT LISSE MINUTE 03 10ML TEST	1	0	0
DESCANSA PES EFERVES 300g CORPO E ALMA (0,125 CX = 3,00 FR) (1)	1	0	0
C C ADSTR 200M	1	0	0
LOCAO BODY CARE PELE BALANCE SECA 200ML	1	0	0
Toalha Int. Extra Luxo 23x21 cm 22 Gr 1000 Folhas Fardo - RU - 10	1	0	0
BALDE PLAST. 8.0LT	1	0	0
DERMOTIVIN CONTROL SABONETE 12	1	0	0
GRECIN 5 BBC PRETO	1	0	0
1013246 ST MEIA SPRAY CLARA	1	0	0
BC OLEO ARGAN MASC NUTRICAO 60G	1	0	0
DES REXONA CRYSTAL AER 105G	1	0	0
MONANGE DES AERO ENERGIZANT 12X150ML/90G	1	0	0
NIVEA BODY SENSIT 200M	1	0	0
FRUCTIS SH R 3OLE400	1	0	0
SABONETE PREMISSE ECO BLUE LAVANDA SUAVE 5 LITROS CAIXA COM 4 UNIDADES	1	0	0
DERMOTRAT ROSA MOSQ LOCAO HID CORP 200ML	1	0	0
EUCERIN HYAL-FIL DIA N-M 51G	1	0	0
MAMADEIRA SONHO ACINTURADA TINTADA ORTO SIL 240ML	1	0	0
DISCO PARA LIMPEZA FACIAL COM ESFOLIANTE 30PCS BELLIZ, 250513,260513	1	0	0
SOL.BUC.PLAX KIDS 250ML	1	0	0
RICCA ELAST COL 889	1	0	0
MAKE B. BATOM PERFEITO ROSA CASHMERE	1	0	0
CLEANANCE AVENE GEL 200ML	1	0	0
238415 - KIT SABONETE GARDEN BOUQUET - 3 X 150 G	1	0	0
ESC.CB M.BONI P.DELUO.AL7922-T	1	0	0
SHP FRUCTIS FRESCOR VITAM 400ML	1	0	0
SHAMPOO POS PROGRESSIVA GOLD B	1	0	0
TINT CAST GLOSS 100 PRETO NOITE	1	0	0
G EMB C/ PAP PERS 40X15 CX C/4.000 (2000X2) 2 CO	1	0	0
AM E COL 6.1 LOURO ESCURO CINZA 150G	1	0	0
5148316 ST COND CH DE BEBE	1	0	0
HITS 014 CREMOSO NOITE	1	0	0
CR.P/MASSAGEM NEORLY SPA 750GR	1	0	0
Esmalte Dlu Perolado 9 Ml Tok Ludurana UN	1	0	0
COQ SKALA 1KG SUNDAE TEENS FRIZZ(E)	1	0	0
DERMAGE CLARITE OLHOS - 15G*** -L.201610020A	1	0	0
OX FIBERS SH LIS 240ML	1	0	0
SHAMPOO NG REPAR INTENSIVA 300ML - EMB. PEROLADA	1	0	0
RAVOR DEFRIZZANTE COND QUARTZO	1	0	0
Lapis delineador (Let It Shine) com Gliter gold	1	0	0
Tinta Maxton Kit Pratico. 50 g 7.1 Louro Cinza Embelleze UN	1	0	0
TESTER HYPNOSE HOMME EDT 75ML	1	0	0
POWERDOSE VITAMINO COLOR A-OX 15X10ML	1	0	0
COND PALM NAT 350ML CERAMIDAS FORCE(E)	1	0	0
REMOVEDOR ESM RISQUE ORQUIDEA 100ML	1	0	0
CORPUS 031 ESC ATRIA ABS TUBO CERAMICA GG CERDAS MISTAS	1	0	0
Protederme Gel Cr. FPS 20 - 50g	1	0	0
DOVE CR TRAT PURE CARE DRY OIL 6X350G	1	0	0
Mascara Five 500 g Diamante Five UN	1	0	0
SHITAKE SH 350 ML	1	0	0
FOREVER ALOE SUNSCREEN	1	0	0
COND SEDA CACHOS COMPORTADOS 1X350ML	1	0	0
ANTISSEPTICO DENTRAT CLAREADOR 250 ML	1	0	0
Fresh Ice Aromatizante Bucal Black 15ml L86300916 Q15	1	0	0
NUPILL CR DEP FAC 30G	1	0	0
2043874 ST CR HID NG POS QUIMICA	1	0	0
SHAMPOO FOFURA 185ML	1	0	0
SOMBRA EM CREME TOQUE DE NATUREZA - 01 - LOTE: 220915 - 929A08C7-DA8F-4C34-9F09-B23EEB0077ED	1	0	0
SOL BUC LISTERINE WHITENING 236ML	1	0	0
Sachet Tratamento De Choque 30 g Resistencia Capilar Niely UN	1	0	0
J J BAB TOAL REC NAS96	1	0	0
CENOURA BRONZ FP50 110	1	0	0
NEUTRO BC 1 KG	1	0	0
NoniLeavein 200ml L36100316 Q3	1	0	0
Pinca Ref. 490 Soling Mega CX	1	0	0
SH MANGA LARGA 280 ml (2,00 FR) (1)	1	0	0
LYSALPHA EAU MICELLAIRE LOCAO 100ML	1	0	0
ESD.ODONTO FRESH MC.LIMP/LINGUA MC-18 PT0012UN	1	0	0
0594610 ST MEIAS BRZ CLARA	1	0	0
SABONETE JOHNSON S ADULTO MEL E FLOR LARANJ 12X90G R87797	1	0	0
REVITRAT REPARACAO SHAMPOO - 230ML -L.201306009	1	0	0
SAIS BANHO CITRUS 1K CX6	1	0	0
BITUFO ESCOVA PENELOPE C PROTETOR	1	0	0
AVENE LC LIMP INT 50ML	1	0	0
REVITRAT NUTRICAO SHAMPOO - 230ML -L.201407068	1	0	0
SH NIELYCOND GOLD QUERATINA KIT UN0001UN	1	0	0
1075144 ST SOMBRA PT GLITER	1	0	0
Panta Creme Lote 130170	1	0	0
AM OIL ARGAN COMPLEX 120ML+NECESSAIRE	1	0	0
COND.PANTENE HIDRATACAO 400ML	1	0	0
Tinta Profissional Color 60 g Mix Blue Accent Yama UN	1	0	0
ROUGE INT VINYL N13 TESTER	1	0	0
PENTE MARCO BONI HIPER LISO REF 1434	1	0	0
SOL.BUCAL PLAX CLASS.L500P350M	1	0	0
ARTIST GLOSS 7ML TESTER 502P	1	0	0
OLEO DE ARGAN 110ML	1	0	0
1561219 ST HAIR MAS OR GG19820 O	1	0	0
CRD.SORRISO SUPER REFRES.12X180GR DZ0012UN	1	0	0
TIARA-02343-UNI	1	0	0
TOLERIANE TEINT FLUIDE 15	1	0	0
BATOM VULT COR 19	1	0	0
Esmalte Ludurana Cremoso Acai Solto 8ml	1	0	0
NUTRICAP COM 07 UNIDADES	1	0	0
PINCEL 150 LARGE POWDER	1	0	0
DUO CAKE PO FAC BG ESCURO PRV	1	0	0
AROMAT. BUCAL MEL&PROPOLIS - ROMA/GENGIBRE 30ML	1	0	0
MULATEIRO MASCARA CAPILAR	1	0	0
OB ENX PRO S L500P300	1	0	0
SHAMPOO NEUTRO 200ML | Lotes: 1502003| GTIN: 7896033270038	1	0	0
DES REXONA MEN 12X50MR-ONSPRTF	1	0	0
Shampoo Amo 200 Ml	1	0	0
TST AGUA COL GLAM MAGNOLIA1H12 100 ML	1	0	0
PH BRANCO 16X04X60 - NOTAVEL	1	0	0
COLONIA CHEIRINHO DE BEBE ROSA 330ML	1	0	0
ESC DTL ORAL B SULCUS	1	0	0
Bob 12 Un N07 Ref. 357 Ak UN	1	0	0
Redutor De Acne Pure Zone 15 Ml	1	0	0
5372828 ST BLUSH ROSA QUEIMADO	1	0	0
HEALTHY MIX FDT HALE CLAIR TEST	1	0	0
DA REXONA FEM S/ PERFUME 105G	1	0	0
ESCOVA DENTAL POWER CLEANER MACIA 37 TUFOS	1	0	0
LIGHTNER DESC G TR 50G	1	0	0
WELLA TRINCHA COLORACAO G	1	0	0
DESOD REXONA TEENS AER 64G BEAUTY (12 UN)	1	0	0
SABONETE BEACH FRAGRANCE 600ML	1	0	0
CHUPETA LILO DESIGN GLOW ORTO 2 AZUL	1	0	0
Bisnaga Locao Cremosa L. Cabra 60g - Lote: L007/16	1	0	0
LIFEBUOY SAB H W FRESH 12X250ML	1	0	0
MASC FRUIT HAIR OLEO DE MONOI LOBEC 1X500 GR	1	0	0
ESMALTE COLORAMA VERNIZ E COR CLUBBER	1	0	0
Esmalte Cremoso 15,5 Ml Pink Big Universo UN	1	0	0
HID MONANGE BELEZAFIRMHIDFIRM200ML	1	0	0
Leave In 200 g Ecoactive Argan Vitiss UN	1	0	0
LENCOS UMEDECIDOS RICCA 30 UN, 210912	1	0	0
2.0 INOA 6	1	0	0
ALLURE HOMME SPORT EAU DE COLOGNE 75 TT	1	0	0
LAPOGEE ESM 3FREE TRAT PROT DA COR 9ML	1	0	0
SOMBRA 3D (10 TONS)	1	0	0
COMPLETE LIFT ROC NT NV	1	0	0
IMEDIA CALIF N3 47G	1	0	0
ESM CL RISQUE DESEJO ULTRA CREM C/6	1	0	0
ESMALTE COLOR EFESP BRINCO FESTA8ML	1	0	0
SAB JXJ LIQ BODY NUTR GRAPE 200ML	1	0	0
4624882 ST ESTOJO JFP SOMBRAS	1	0	0
SHP FRUCTIS REIDRATACAO 72H 200ML	1	0	0
COND TRESEMME HIDRAT PROF 750ML	1	0	0
4474830 ST ESCOVA RETANGULAR	1	0	0
CR TRAT TRESEMME 1KG RECON E FORCA	1	0	0
OLEO NOCAUTEADOR 115 ml (15,00 FR) (1)	1	0	0
LOC HID NEUTROGENA BODY INT EX/SECA 400ML	1	0	0
SH CLEAR FEM QUEDA DEFENSE 200ML	1	0	0
MAMADEIRA LILLO MAGIA SIL 120 ML	1	0	0
MAX BLOND CREME MATIZADOR 280g (0,0278 cx = 1,00 FR) (1)	1	0	0
SKC BLEMISHAGE DEFENS	1	0	0
CR PENT PANT REST SUMMER 240GX12IT	1	0	0
Po Compacto Ultramicronizado Hd Sun Beige Payot UN	1	0	0
Removedor De Esmaltes Risque 100 ml	1	0	0
FASCINIO SH. MENTA 200ML	1	0	0
PROM ELS RT5 EP SH 400ML+CD 200ML RENO	1	0	0
CERA DEPILATORIA MORNA- SACO 6 KG	1	0	0
BOOSTER DENSIFIQUE FUSIO DOSE 120ML	1	0	0
FIOS NATURAIS BANHO DE CR. BABOSA 500G	1	0	0
BATOM BELLA FEMME CORES A 24 CX COM 24 UN LOTE:10007A2 VAL:07/2020	1	0	0
Creme Trat Novex 400 g Broto De Bambu Embelleze UN	1	0	0
DD CREAM COM PARABENO 25 %	1	0	0
EDT JAMES BOND 007 M VAPO 50 ML	1	0	0
JABORANDI BC 500 GR	1	0	0
DES AXE AERO SECO APOLLO 152ML	1	0	0
GENTLEMEN ONLY EDT 50ML	1	0	0
DELINEADOR DE PRECISAO T.N - BL - LOTE: 041015 - 08B81C5E-0390-4D96-BEF6-59B5D9D1A43A	1	0	0
BLUSH EM PO ULTRA FINO BRONZ SMOOKY ROSE	1	0	0
DELICE DE POUDRE-CLAIRES/MEDIANES	1	0	0
ESP.BARB NIVEA FM 193G	1	0	0
COND ACQUA KIDS 250ML MEL GIRRASOL(E)	1	0	0
Condicionador 500 Ml Suave Barbie UN	1	0	0
0669636 ST PO BEGE MEDIO	1	0	0
Creme Tratamento 300 g Protecao Termica Monange UN	1	0	0
SABONETE 90 GR PROTEX	1	0	0
CHUPETA LILLO DESIGN CANDY ORT 2 GIRL	1	0	0
SAB.PALMOLIVE SUAVE IOGURTE FRUTAS CXA 9 X 12 90G	1	0	0
TINT IMEDIA EXCEL 9 LOU MUITO CLARO	1	0	0
KIT SAB. LIQ. E HIDRAT. LEMON - 608666683195	1	0	0
RISQUE ESM ULTRA CREMS PRETO SP CL 8ML	1	0	0
OLEO SECANTE INSTANT DRY	1	0	0
BLUSH CORRETIVO ELIANA ARCHY E04	1	0	0
Espatula P Creme Esbelt Ref. 265 P Ak UN	1	0	0
COLÔNIA BLACK FR. BL. 3M 30 MLVlr.Aprox.Tributos: .93	1	0	0
DKNY BE DELICIOUS FRESH BLOSSOM100ML TES	1	0	0
V CLEEF FIRST EDT 100ML	1	0	0
CREME DE PARAFINA - URUCUM 210G	1	0	0
CR ALIS S LINE MANGA MEDIO PT 500 GR	1	0	0
SH MEDICASP A-CAS 130M	1	0	0
HIDROLATO DE CITRONELA (200 ML )	1	0	0
Escova Ref. 8021 Marco Boni UN	1	0	0
Esmalte Bruna Marquezine 8 Ml Gold Ludurana UN	1	0	0
PV VERNIS GRIS TRIANON 306	1	0	0
Esmalte Ludurana 9 Ml Cr210 Ludurana UN	1	0	0
COFRET SHAKIRA ELIXIR EDT 80ML BODY LOTION 100ML	1	0	0
MASCARA PLASTICA LIFTING 30 ML	1	0	0
CETAPHIL LC.HIDRATANTE 473ML	1	0	0
ELSE BOOST OL EXT 10ML	1	0	0
COLORCHIC 9.0 LOURO CLARISSIMO	1	0	0
MERCUR BOLSA AGUA QUENTE M BORDO	1	0	0
ESMALTE BOOM POP ANITTA PODEROSA 8ML	1	0	0
TINT OLIA S/AMONIA 5.5 ACAJU CLARO	1	0	0
LAPIS PARA SOMBRANCELHA CARYON SOURCILS DARK	1	0	0
ESC DENTALCLEAN PROF 30PC ULTRA MC CX12	1	0	0
EST DEO COLON 2SAB	1	0	0
Tonalizante Yama Fashion Color 150 g Color Green Yama UN	1	0	0
SABONETE LIQUIDO NATAL 460 ML-PITANGA	1	0	0
FLOWER PERTECT BASE BEIGE TEST	1	0	0
- REF.: (72000006000) - AGUA PERFUMADA 50ML - BV PARFUM - BOTTEGA VENETA EAU DE PARFUM NATURAL SPRAY	1	0	0
Tinta Majirel 50 g 7.1 Louro Acinzentad Loreal Profissional UN	1	0	0
LOCAO HIDRATANTE 200 GR- FLOR CEREJEIRA LOTE: 1870	1	0	0
SHAMPOO BABOSA 2L FOLHA NATIVA 1X2000 ML	1	0	0
DENTALCLEAN HASTES FLEX GARFIELD L100P75	1	0	0
LIP PENCIL DERVISH	1	0	0
LOC GOTA MILAGROSA 30ML GS	1	0	0
PF CD COLGATE MPA 50G PC/0012/UN	1	0	0
ESM THE FUSION METALIZ AZUL VINIL 6.5ML LT FS 362	1	0	0
Extrato Deo Col Des 50ml R10100 no. 221	1	0	0
LUX SAB SUAVIDADE DAS PETALAS 108X85G	1	0	0
VICHY SOL F30NORM GEL	1	0	0
ROC C SUPERIEUR CONCENTRADO 16% 15G	1	0	0
COTONETES JOHNSONJOHNSON CO	1	0	0
DEPIL.VEET CERA FRIA COR.P.DEL	1	0	0
SAB GRANADO GLICER 90G LV 4 PG 3	1	0	0
P BLUE EDP 1.5ML AMO	1	0	0
BASE TEINT LIFT ECLAT PUIG 30ml Coquille	1	0	0
KIT PICA-PAU SH+SH 2EM1 250ML	1	0	0
NECESSAIRE TRAVEL SIZE VERDE	1	0	0
PROV. SOMBRA UNO CI 07	1	0	0
DS AXE 152ML AERO SECO 2012(E)	1	0	0
CERA DEPIL VEET FOLHA CORPO NORMAL 12U UN/0001	1	0	0
BASE OIL FREE FPS 25*** - 30ML (BEGE MEDIO) -L.201304014	1	0	0
MB LEGEND FEMME EDP 75ML	1	0	0
SOMBRA UNO N. 32	1	0	0
Po Compacto Facial Dream Matte Powder 2 2,5 Bege Loreal UN	1	0	0
ESM P N S SATO BL CLOTH S CURTA 08M 6X1	1	0	0
KIT G DOURADA PROM SHCD ANTIQUEDA	1	0	0
SAB LIFEBOUY NATURE 90G	1	0	0
SAB TC ARG BRANCA CATIVA NATUREZA 60G	1	0	0
ESC DENT ADUL PROTECTION MACIA DENTAL GOLD	1	0	0
HYDRAPORIN LOCAO HIDRATANTE 450G	1	0	0
LOCAO CREME DESODORANTE VITACELULAS LIFE ROMANCE 500ML	1	0	0
TR.CP ELSEVE MIL.AR 15M	1	0	0
ANTHELIOS AC FPS40 50ML	1	0	0
SKC CLARIFYING CLAY MASQUE PROFIS 240ML	1	0	0
LUX SAB LIQ DES AM 250	1	0	0
MANTEIGA DE CACAU BASTÃO - 250-	1	0	0
SABONETE LIQUIDO PROTEX FOR ME	1	0	0
TOTAL PERFECTOR FL40ML TEST	1	0	0
Esmalte Full Color Cremoso 9 Ml Verde Folia Ludurana UN	1	0	0
SABONETE RASTRO 100G	1	0	0
MASQUE FORCE ARCHITECTE 3-4 500ML	1	0	0
FLUOR CLASSCRISTAL 500ML -SEM ALCOOL	1	0	0
DESOD ROLL-ON GARBIN 55ML R.151 ALMISCAR	1	0	0
CLEAN SOLUTION GEL DE LIMPEZA PURIFICANTE 500	1	0	0
VCY DERCOS SH ACAS SEN	1	0	0
PF CO PALMOLIVE NAT ILUMINOUS PRET 350ML CX/0006/UN	1	0	0
AGUA DE COLONIA BEBEZINHOZZZ - 200ML	1	0	0
Shampoo Om 200 Ml Ouro Yenzah UN	1	0	0
KIT NATAL B.SEC.AMORA & AMEIXA 200ML/60ML/90G	1	0	0
BIO V NEW ACTIVE CREME FISIOLOGICO 30+60G VITADERM	1	0	0
MMD DESIGN TINTADA ORTO SIL 300ML TAM 2 MESCLADO | Lotes: 14209| GTIN: 7896033212076	1	0	0
Amacihair Liso Kit	1	0	0
BLUSH COLECAO BE TEEEZ:3 5g:Sun Kissed	1	0	0
SEDA SH LISO EXTREMO 12X350ML NE	1	0	0
SAB FL YPE SV SEG FL/TER CUID ENV 72X90G	1	0	0
0153117 ST BATOM PURPLE HIT	1	0	0
CREME DENTAL CLOSE UP FIRE FREEZE 90G	1	0	0
TINTA COLOR 5.4	1	0	0
LAPIS BATOM BLANT - CATIRA 1,5g	1	0	0
DERMAGUCE OLEO HIDRATANTET 200 ML, 160019	1	0	0
LOCAO HID NAZCA ORIGEM CHA VERDE 500ML UN/0001	1	0	0
RISQUE ESM HIPO MEIA CALCA BL 10,5ML	1	0	0
SH+COND NIELY GOLD EXTRA BRILHO	1	0	0
CERA ROLL-ON A ADERENCIA 100G	1	0	0
ESMALTE ELIANA129 SL CREMOSO - MANDACARU	1	0	0
NIASI CONCEPT COL CR 60G 8.0	1	0	0
BRILHO LABIAL DAZZLEGLASSDAT	1	0	0
COND BEBE TRAD 8ML CX 100	1	0	0
COND SEDA BRILHO GLOSS 350ML	1	0	0
COND GLAMUR 4,8 LT PESSEGO	1	0	0
0437735 ST LAPIS PR RETRATIL	1	0	0
SH SEDA CACHOS 350ML	1	0	0
MASC AMAZONI CAP REC ARG BRANCA 1-KG	1	0	0
SOMBRA MATTE CHARCOAL BROWN	1	0	0
SUMMER GEL FIX BM FORTE 12X220G	1	0	0
TONICO ARRUDA 125ML	1	0	0
Dermosoft Kit Tratamento Acidos 210ml	1	0	0
- REF.: (82427327) - AMOSTRA AGUA PERFUMADA 2ML - GUCCI INTENSE - GUCCI GUILTY INTENSE EAU DE PARFUM	1	0	0
Oleo Tratamento Millenar Oil 90ml Moringa Amend UN	1	0	0
PROV.SOMBRA FLASH PIGMET R110 MOON/CR/	1	0	0
ARMANI CODE F75 EDP	1	0	0
ESM. BLANT GLITTER LUZ DAS ESTRELAS 9,5 ML	1	0	0
1356208 ST PEELING FACIAL	1	0	0
SAB LUX MAGICAL SPELL 90G	1	0	0
KK LIP BALM 373 TESTER	1	0	0
TST CRM ANTI IDADE ANT-STRESS 1 UNID	1	0	0
RICHESSE REVELADOR 9VOL 120ML	1	0	0
CR. ASPEREZAS PES 240G	1	0	0
PAP HIG SUBLIME FS 60MT LV8P7 NEUTRO	1	0	0
SAB.BECKSOAP CREM. ERV.DOCE AM 5(968)(4)	1	0	0
CO.PANTENE C.CLASSICO200ML	1	0	0
COLAGENO LIMAO+CLOROF 300G	1	0	0
Desodorante Spray Natural 90 ml Blue Giovanna Baby UN	1	0	0
CT 60ML RICH NATURALS 5/3 COLOR CRM LAEP	1	0	0
CONDICIONADOR CABELO NORMAL	1	0	0
Shampoo 250 Ml Repair Intense Amend UN	1	0	0
Escova Ricca Salon Ref. 418 Prada UN	1	0	0
COND TRESEMME 400ML OIL RADIANTE	1	0	0
MINI KIT CT 1.0 PRETO AZULADO	1	0	0
TONALIZANTE COLOR INTENSE CHOCOLATE C KAMURA 1X100 GR	1	0	0
CREME REGENER. P/PES COM AHAS-100GR	1	0	0
Creme P Pentear Nihao Kailan 150 Ml Cabelos Cacheados Phisalia UN	1	0	0
CREME DENTAL SENSODYNE ORIGINAL 50G	1	0	0
TINT CORTON LOU DOURADO 73 50G	1	0	0
Mascara Capilar de Amla - 1kg	1	0	0
ESC BELLIZ SNAKE OVAL -	1	0	0
BIOSOURCE NETT PNM T150 TEST/ET/NF	1	0	0
SAB NEED GLICER FRSH LQ250M	1	0	0
SOL BUC LISTERINE DEFESA DENTES 250ML	1	0	0
HB86503- KIT MAQUIAGEM SORT DISCOTEEN * 432 PCAS	1	0	0
SO PURE COLOR CARE CONDITIONER KEUNE 50ML	1	0	0
V206 KIT MAQUIAGEM 4 BLUSH/CR/	1	0	0
Esmalte Full Color Glitter Clareza Solto 9ml	1	0	0
Batom Mate C 14 Rosinha Anna Lourenzzo UN	1	0	0
TINT KOLESTON KIT 55 ACAJU CLARO	1	0	0
VERY IRRESISTIBLE EDT 75ML	1	0	0
TEST BIOSO.LAIT. DEMAQ OS	1	0	0
MULTI RECHARGE YEUX 15ML	1	0	0
Natucor Tucuma 1.00 Col Kit	1	0	0
1520300 ST SOMBRA INSTA COLOR 40	1	0	0
SHAMPOO MONANGE PREVENCAO A QUEDA 350ML	1	0	0
DRENCELL SERUM - 180G -L.201601020	1	0	0
RISQUE ESM CR BIAN 6X8	1	0	0
SHAMPOO MANDIOCA QUERATINA 370ML	1	0	0
TUTANNOL FORTALECIMENTO LEAVEIN 300ML CX C/12	1	0	0
RISQUE TELEF S/FIO 6X8	1	0	0
1116916 ST PINCEL PARA PO BLUSH	1	0	0
BLOOM GIVENCHY EDT 50ML	1	0	0
TINT BIOCOLOR CR KIT 3.0 CASTANHO ESCURO	1	0	0
SAB DOVE MANTEIGA KARITE LIQ 250ML	1	0	0
SH COLORAMA 400ML LUZ CAMOMILA(E)	1	0	0
Nioxin Kit Sys2 SHP150+COND150+TREAT40	1	0	0
LIP STICK TOQUE DE NATUREZA - 08 - LOTE: 220915 - EC9DB910-9126-491D-BF31-79821477D8BF	1	0	0
5450284 ST LENC UMED BEBE NAT FE	1	0	0
Chupeta NUK Decorada Neutral S1 | Lotes: 5113| GTIN: 7896098805060 | FCI: F15110BF-5655-489A-BE4A-1470E01BE3E2	1	0	0
SUPER STRONG DAILY CONDITIONER 300ML	1	0	0
ESM IMPALA CREMOSO PRETO	1	0	0
Condicionador Alecrim c/R. Jua 500ml	1	0	0
SABONETE LIQUIDO INTIMO RACCO - 210ML	1	0	0
PROTETOR SOLAR NEUTROGENA SUN FRESH MOUSSE EFERVESCENTE FPS3	1	0	0
FLACONETE DYNASTIE EDP 1,5ML (1 X 12) - 12090	1	0	0
SH.PALM.NAT.NUTRI LISS350ML	1	0	0
CR DENTAL CLOSE UP TRIPLE HORT 90G	1	0	0
SO PURE COLOR 5.23 KEUNE 60ML	1	0	0
ESM S PEROLA BL CREM VERM PECAD 08 M 6X1	1	0	0
CAROLINA H. 212 VIP EDP FEM. 50ML	1	0	0
KIT MAQUIAGEM DIARIO DE UMA LINDA	1	0	0
MINI EDP FOR HER NR 1H13 4ML	1	0	0
MMD MINIFORM LATEX 50ML AZUL | Lotes: 15159| GTIN: 7896033221016	1	0	0
212 SEXY EDP NS 60ML + BL 100ML TB MD13	1	0	0
AcesCabelo GOTrabico spikes Ref : VS12082	1	0	0
4332130 ST HARPIC PASTILHA CLOR	1	0	0
DEFRIZANTE FORTIFICANTE ARGININA RESIST 1000ML	1	0	0
AGUA PERFUMADA BAMBU 500ML	1	0	0
DES REXONA ROLL-ON MASC V8 50ML	1	0	0
LENCO UMED HUGGIES PRIMEIRO 100 DIAS C/48	1	0	0
METAMORFOSE CR NUT PROF BARU OIL 250G	1	0	0
LAPIS LABIAL ROSE GLAMOUR 06	1	0	0
PROV.LAPISEIRA P/ LABIOS NATURAL/CR/	1	0	0
COND NATIVE CLASS CAB MISTOS 300ML	1	0	0
ANTISEPTICO BUCAL ORAL B AC DURA 350ML	1	0	0
SABONETE BARRA DEI COLLI FIORENTINI CIPRESTE 250 GR	1	0	0
SAB FRANCIS SUAVE CEREAIS /TRIGO	1	0	0
ESMALTE PRETA GIL CONTA MAIS 9ML	1	0	0
AMOST CELL RADIANCE LP 2H11 1,5 ML	1	0	0
PROT SOL SUNDOWN 120ML FPS30 U-RESIST	1	0	0
SHINE COLOURS - COLECAO COPA - SOMBRA HEXA 1G (AMARELA)	1	0	0
Ref1: 76009 - DAVINES-OI OIL CONDICIONADOR 1000 ML	1	0	0
SOMBRA QUARTE ELKE	1	0	0
Sombra Glitter Art Color 06 Verde Anna Lourenzzo UN	1	0	0
COND DARLING 350ML TILIA-	1	0	0
DES RO MAS NIV INVIS	1	0	0
LRP ANTHELIOS AIRLICIUM GEL CREME COR FPS 70 50G	1	0	0
871 - LOURO CLARO MARROM CINZA DICOLORE	1	0	0
ESM COL AFRICA BL FLOR DO DESERTO	1	0	0
PV BASE LIQUIDA HD MATE CLARO-2 28ML	1	0	0
Bob Com Velcro 4 Un Gde.Ref. 4306 Marco Boni UN	1	0	0
SABONETE 3X125G LIMAO - CODS177 NOVO	1	0	0
TINT CORTON 125GR 6.5ACAJU+OX	1	0	0
CB F50 FACIAL 50	1	0	0
VCY NORMADERM GEL LIMPEZA 60G	1	0	0
Restore- 35ml	1	0	0
COVER HAIR DERMAGE - 40G / 50ML - DARK -L.067259	1	0	0
SP LUXE KERA REST TRM 400ML D,F,I,NL,E,P	1	0	0
Shampoo Clinihair 480ml Nutricao Intensiva Niely UN	1	0	0
Tinta Imedia Excellence 10 Louro Clarissimo Loreal UN	1	0	0
831 LOURO CLARO BEGE DOURADO COLOR CREME DICOLORE	1	0	0
SAB PROTEX MEN PW 90G	1	0	0
SABONETE LIQ ESFOLIANTE LAVANDA 480ML	1	0	0
GEL FIXADOR BOZZANO CREME MODELAGEM TOTAL E BRILHO	1	0	0
CONDICIONADOR SETE ERVAS TERRAP. 50 ML . .	1	0	0
PERFUME JULIANA PAES ESSENCE EDT 15ML	1	0	0
SHAMPOO ANTIRRESIDUOS - Lote: 05126/125	1	0	0
PERFUME PRADA LUNA ROSSA SPORT:50ml	1	0	0
RISQUE ESM CREMS POSSESSAO ROSA BL 8ML	1	0	0
CXA MISTA SABONETE ALBANY FEMININO (5035/5036/5213/400182)	1	0	0
00360 - TALCO LILAS E LAVANDA - 200 G	1	0	0
Mousse Aspa 175 Ml Monoi Aerojet UN	1	0	0
CONDICIONADOR FIO RESTORE SOLUTION REPAIR 300ML	1	0	0
SAB PALM 090GR SVE IOGURTE GEL REAL	1	0	0
CAPTURE TOTALE UNIVERSAL 1ML	1	0	0
